stop_id,stop_code,stop_name,stop_lat,stop_lon,stop_url
PB174,,PB174-El Salto / Esq. Víctor Cuccuini,-33.4040436323589,-70.6319990001884,
PB175,,PB175-El Salto / Esq. Muñoz Gamero,-33.4018106574279,-70.6303820003276,
PB109,,PB109-El Salto / Esq. Duque De Kent,-33.3987836923613,-70.6281470002601,
PB110,,PB110-Parada 2 / Plaza El Salto,-33.3971167109343,-70.6269519995582,
PB113,,PB113-Avenida Del Valle / Esq. Av. Santa Clara,-33.393318829757,-70.6192049996608,
PB176,,PB176-Avenida Del Parque / Esq. Rinconada El Salto,-33.3854298985668,-70.6147180002821,
PB1492,,PB1492-Rinconada El Salto / Esq. Camino La Pirámide,-33.3826733693719,-70.6179579562985,
PB1663,,PB1663-Cam. Bosque De Stgo. / Esq. Las Mutillas,-33.380957757094,-70.6208230954042,
PB1705,,PB1705-Cam. Bosque De Stgo. / Esq. Las Encinas,-33.3800158845694,-70.6222222203726,
PB1496,,PB1496-Cam. Bosque De Stgo. / Esq. Las Dalias,-33.3789187689231,-70.6232319996916,
PB1493,,PB1493-Cam. Bosque De Stgo. / Esq. Las Gilas,-33.3775687422075,-70.6249700003033,
PB1494,,PB1494-Cam. Bosque De Stgo. / Esq. Av.Pdte. S.Allende,-33.3771737283402,-70.6269319708677,
PB774,,PB774-Cam. Bosque De Stgo. / Esq. Rep. Yugoslavia,-33.3766086865335,-70.6285920000496,
PB181,,PB181-Cam. Bosque De Stgo. / Esq. Rep. De Noruega,-33.3757183031037,-70.6311059705662,
PB182,,PB182-Cam. Bosque De Stgo. / Esq. Rep. Estados Unidos,-33.3749606361844,-70.6331619070276,
PB1495,,PB1495-Cam. Bosque De Stgo. / Esq. Los Versos Del Cap.,-33.3742629041333,-70.6352888866854,
PB778,,PB778-Guillermo Subiabre / Esq. Avenida Recoleta,-33.3726874818599,-70.6391539760983,
PB779,,PB779-Guillermo Subiabre / Esq. P. Aguirre Cerda,-33.3724144818409,-70.6416409999787,
PB780,,PB780-Guillermo Subiabre / Esq. Río Cachapoal,-33.372204456918,-70.6432099999716,
PB781,,PB781-Juan Cristóbal / Esq. C. Aguirre Luco,-33.3730094224862,-70.6453330004075,
PB782,,PB782-Juan Cristóbal / Esq. Avenida Las Torres,-33.3750399756901,-70.6462133951036,
PB1066,,PB1066-General Freire / Esq. Villarrica,-33.4011259572076,-70.7300850005205,
PB1067,,PB1067-Villarrica / Esq. Antofagasta,-33.3989589897493,-70.7283419998661,
PB1569,,PB1569-Angol / Esq. Yungay,-33.3972601414485,-70.7267651709751,
PB1068,,PB1068-Llanquihue / Esq. Purranque,-33.3963670413303,-70.7255570000383,
PB1069,,PB1069-Llanquihue / Esq. Manuel Rodríguez,-33.3962062069222,-70.7233360260335,
PB1070,,PB1070-Manuel Rodríguez / Esq. Río Rahue,-33.3974530941246,-70.7226840004074,
PB1071,,PB1071-Manuel Rodríguez / Esq. La Tirana,-33.39981811024,-70.7217869996189,
PB1072,,PB1072-Manuel Rodríguez / Esq. José M. Balmaceda,-33.4012851207391,-70.7212370003209,
PH285,,PH285-Av. Américo Vespucio / Esq. Casa Grande,-33.5247912059432,-70.6971927539117,
PH286,,PH286-Av. Américo Vespucio / Esq. Astaburuaga,-33.5274176374701,-70.691918000261,
PB1091,,PB1091-Manuel Rodríguez / Esq. San Rafael,-33.3995751108947,-70.721782000371,
PB1092,,PB1092-Manuel Rodríguez / Esq. Río Cachapoal,-33.3973100939684,-70.7226690000195,
PB1093,,PB1093-Manuel Rodríguez / Esq. Río Blanco,-33.3965460887015,-70.7229580005386,
PB1094,,PB1094-Llanquihue / Esq. Purranque,-33.3962264609326,-70.7252220640546,
PB1095,,PB1095-Angol / Esq. Yungay,-33.3970540169047,-70.7268580001275,
PB1096,,PB1096-Villarrica / Esq. Iquique,-33.3993576397402,-70.7288399335384,
PB1097,,PB1097-Villarrica / Esq. General Freire,-33.4009039555168,-70.7301750001491,
PB1900,,PB1900-Esmeralda / Esq. Michay,-33.408356741206,-70.7368756532125,
PB654,,PB654-Esmeralda / Esq. Caleta Guapi,-33.4068301901144,-70.7363646278674,
PB655,,PB655-Arturo Prat / Esq. Paula Jaraquemada,-33.4048890024269,-70.7276149998049,
PB656,,PB656-Arturo Prat / Esq. Calle 4,-33.4046690506992,-70.7250320002145,
PB657,,PB657-Parada / Colegio San Gerónimo,-33.4043611261489,-70.7209219996604,
PB658,,PB658-Manuel Rodríguez / Esq. Pasaje 2,-33.402557129783,-70.720714000094,
PB69,,PB69-Parada 4 / Plaza Renca,-33.4051147119713,-70.7048422644061,
PC317,,PC317-Parada / Clínica Indisa,-33.4214222095609,-70.6168677940548,
PC318,,PC318-Avenida Santa María / Esq. Av. Pedro De Valdivia,-33.4209116002931,-70.6151526644044,
PC349,,PC349-Parada 6 / (M) Pedro De Valdivia,-33.4244539132887,-70.6136160000079,
PC273,,PC273-Parada 4 / (M) Manuel Montt,-33.4281648318844,-70.6189809996225,
PC274,,PC274-Parada 4 / Torres De Tajamar,-33.429666723974,-70.6219412477872,
PC275,,PC275-Parada 4 / (M) Salvador,-33.4326229293811,-70.6256625149941,
PC276,,PC276-Parada 4 / Parque Balmaceda,-33.4347746849497,-70.628515999873,
PC277,,PC277-Parada 4 / Museo De Los Tajamares,-33.4358726483042,-70.6308880003757,
PC1081,,PC1081-Parada 2 / Facultad De Derecho,-33.4347475658587,-70.6361529997944,
PB1888,,PB1888-Av. Apóstol Santiago / Esq. Mercedes Badilla,-33.4144547826327,-70.691609508634,
PB659,,PB659-Manuel Rodríguez / Esq. José Donoso,-33.4028121303404,-70.7207069998931,
PB660,,PB660-Parada / Colegio San Gerónimo,-33.4042756007025,-70.7211409365924,
PB661,,PB661-Arturo Prat / Esq. Colo Colo,-33.4045750556465,-70.7247650003095,
PB662,,PB662-Arturo Prat / Esq. Avenida Condell,-33.4048900875213,-70.7287024956391,
PB663,,PB663-Condell / Esq. Bucalemu,-33.4075129208977,-70.7267090548524,
PB664,,PB664-Topocalma / Esq. Buenaventura,-33.4095666927793,-70.7256235551369,
PB665,,PB665-Topocalma / Esq. Los Hornos,-33.4099249352294,-70.7294744793209,
PB1734,,PB1734-Topocalma / Esq. Clotario Blest,-33.4100916601231,-70.7323026816263,
PB666,,PB666-Topocalma / Esq. Pelluhue,-33.4099324702658,-70.7339669707233,
PB667,,PB667-Topocalma / Esq. Esmeralda,-33.4095386067326,-70.7370336998786,
PB1657,,PB1657-Condell / Esq. Isla Esperanza,-33.410540149489,-70.7242046098092,
PB824,,PB824-Costanera Norte / Esq. Valle Alegre,-33.4118900686096,-70.726565961562,
PB825,,PB825-Costanera Norte / Esq. Totoral Bajo,-33.4117679807873,-70.728753999719,
PB826,,PB826-Costanera Norte / Esq. Clotario Blest Rifffo,-33.4113259160244,-70.7322539996155,
PB827,,PB827-Costanera Norte / Esq. Chiapa,-33.4110728690764,-70.7347610000608,
PB828,,PB828-Costanera Norte / Esq. Esmeralda,-33.4111961281376,-70.7376571591866,
PB1653,,PB1653-Condell / Esq. Costanera-Norte,-33.4102390443584,-70.7238811243997,
PB1618,,PB1618-H. De La Concepción / Esq. Santa Adela,-33.4001341050894,-70.6209523247805,
PB672,,PB672-H. De La Concepción / Esq. Duque De Kent,-33.400792765666,-70.623374000295,
PB673,,PB673-Duque De Kent / Esq. Cuba,-33.4002597465818,-70.6246309998472,
PB674,,PB674-Duque De Kent / Esq. Avenida Las Torres,-33.3991743007149,-70.6267598513903,
PB676,,PB676-Parada 4 / Plaza El Salto,-33.3965467123245,-70.6268760001511,
PB679,,PB679-Av. Los Zapadores / Esq. Salitre,-33.392224000972,-70.6361472202324,
PB682,,PB682-Parada 5 / (M) Zapadores,-33.3909061881872,-70.6421372881528,
PB684,,PB684-Av. Los Zapadores / Esq. Derlinda Araya,-33.3865572022345,-70.6588990003381,
PB685,,PB685-Av. Los Zapadores / Esq. Oviedo,-33.3864181632431,-70.6612929999622,
PB686,,PB686-Av. Los Zapadores / Esq. Inés De Suárez,-33.386186107721,-70.6646289998116,
PB687,,PB687-Av. Los Zapadores / Esq. Quinahue,-33.3861790649241,-70.6672230002806,
PB688,,PB688-Av. Los Zapadores / Esq. Av. La Palmilla,-33.3861530269236,-70.6694929998726,
PB689,,PB689-Avenida La Palmilla / Esq. Diego Silva H.,-33.3840154667855,-70.6702198747616,
PB693,,PB693-Av. Los Zapadores / Esq. Pdte. Frei Montalva,-33.3894633050983,-70.6887100670091,
PB1678,,PB1678-Puerto Montt / Esq. Camino Lo Ruiz,-33.3913286854487,-70.6895520001435,
PB694,,PB694-Puerto Montt / Esq. Atacameños,-33.3936617427825,-70.6914763090257,
PB695,,PB695-Puerto Montt / Esq. Fresia,-33.3939396081719,-70.6939680001124,
PB696,,PB696-Puerto Montt / Esq. Montevideo,-33.3938016523803,-70.6955338160974,
PB697,,PB697-Puerto Montt / Esq. Las Margaritas,-33.3936092230245,-70.6975569191267,
PB698,,PB698-Puerto Montt / Esq. Av.Apóstol Santiago,-33.3933804916994,-70.7006070005422,
PB699,,PB699-Av. Apóstol Santiago / Esq. Las Margaritas,-33.3914575056608,-70.6998549997083,
PB700,,PB700-Av. Apóstol Santiago / Esq. Las Margaritas,-33.3901055162524,-70.6992239999837,
PB701,,PB701-Av. Apóstol Santiago / Esq. Costa Rica,-33.387715536965,-70.6980829995701,
PB702,,PB702-Av. Apóstol Santiago / Esq. Fresia,-33.3858805524681,-70.6971729998132,
PB1854,,PB1854-Fresia / Esq. Los Cunches,-33.3863490234348,-70.6964763098321,
PB703,,PB703-Fresia / Esq. México,-33.3882685759676,-70.6958489997739,
PB704,,PB704-Fresia / Esq. Los Azahares,-33.3902155857272,-70.6952829999509,
PB705,,PB705-Fresia / Esq. Los Araucanos,-33.3919424708221,-70.6947888867519,
PB706,,PB706-Fresia / Esq. Los Changos,-33.3931836002247,-70.6944310004914,
PB707,,PB707-Puerto Montt / Esq. Camino Lo Ruiz,-33.3937706541973,-70.6913649996377,
PB708,,PB708-Puerto Montt / Esq. Av. Frei Montalva,-33.3918536923005,-70.6891840004614,
PB709,,PB709-Av. Los Zapadores / Esq. 1 Poniente,-33.3890847332296,-70.6868210000997,
PB710,,PB710-Av. Los Zapadores / Esq. B. De Juras Reales,-33.388254760516,-70.6851939996814,
PB712,,PB712-Parada 3 / (M) Vivaceta,-33.3862288556073,-70.6796839999867,
PB713,,PB713-Avenida La Palmilla / Esq. Perpingnon,-33.3861730229541,-70.6697689995888,
PB714,,PB714-Av. Los Zapadores / Esq. Alberto González,-33.3863540685185,-70.6670170001112,
PB715,,PB715-Av. Los Zapadores / Esq. General Sandino,-33.386369099765,-70.6651209999322,
PB716,,PB716-Av. Los Zapadores / Esq. General Gambino,-33.3865852915358,-70.6609887538641,
PB717,,PB717-Av. Los Zapadores / Esq. Javier Solis,-33.3867433690664,-70.6588699650664,
PB718,,PB718-Av. Los Zapadores / Esq. Av. El Guanaco,-33.3868382271694,-70.6573999998245,
PB719,,PB719-Av. Los Zapadores / Esq. Montana,-33.3870903649814,-70.6550305535339,
PB724,,PB724-Parada 4 / (M) Zapadores,-33.3909070392078,-70.6427581344549,
PB727,,PB727-Av. Los Zapadores / Esq. María Del Pilar,-33.3924675755367,-70.6356350000757,
PB731,,PB731-Avenida Las Torres / Esq. Duque De Kent,-33.398988831239,-70.6269698056564,
PB732,,PB732-Duque De Kent / Esq. H. De La Concepción,-33.4004767481606,-70.6244970002868,
PB733,,PB733-Duque De Kent / Esq. Bolivia,-33.4019618574707,-70.6217076088789,
PB734,,PB734-Bolivia / Esq. Los Turistas,-33.4003429066169,-70.620212898035,
PB783,,PB783-Avenida Las Torres / Esq. El Rosal,-33.3728170322557,-70.649783446518,
PB1656,,PB1656-El Conq. Del Monte / Esq. Avenida Las Torres,-33.372136322248,-70.6515960002693,
PB736,,PB736-Avenida Las Torres / Esq. Cam. Punta Mocha,-33.3705897617942,-70.652930823734,
PB737,,PB737-Avenida Las Torres / Esq. El Conquistador,-33.371677317272,-70.6519259997668,
PB738,,PB738-Avenida Las Torres / Esq. El Rosal,-33.3727811035308,-70.6503269712602,
PB1855,,PB1855-Av.Pdte. Salvador Allende / Esq. Las Verbenas,-33.3760889337828,-70.6265176037092,
PB1505,,PB1505-Las Petunias / Esq. Las Aralias,-33.3758647614972,-70.6255669874828,
PB1856,,PB1856-Las Petunias / Esq. Los Retamos,-33.376786568616,-70.6230108214929,
PB746,,PB746-Las Petunias / Esq. Las Encinas,-33.377154789624,-70.62187300024,
PB1672,,PB1672-Las Petunias / Esq. El Laurel,-33.3776250927035,-70.6198539121108,
PB1504,,PB1504-Las Petunias / Esq. Camino La Pirámide,-33.3780038515281,-70.6178510002361,
PB748,,PB748-Camino La Pirámide / Esq. Los Cipreses,-33.3796659378388,-70.6186999976726,
PB749,,PB749-Camino La Pirámide / Esq. Cam. Bosque De Stgo.,-33.3809958160899,-70.6201710000534,
PB750,,PB750-Parada / Espacio Riesco,-33.3838777573812,-70.621551887998,
PB751,,PB751-El Salto / Esq. Rinconada El Salto,-33.3869357791704,-70.6225710001851,
PB752,,PB752-El Salto / Esq. Rinconada El Salto,-33.3899713545542,-70.6236086035283,
PB753,,PB753-El Salto / Esq. Av. Santa Clara,-33.3929409255265,-70.624523695707,
PB754,,PB754-Arzobispo Valdivieso / Esq. Orleans,-33.413990494786,-70.6406929999175,
PB755,,PB755-Parada 1 / (M) Cementerios,-33.4148904454097,-70.6438190001683,
PB1323,,PB1323-Profesor A. Zañartu / Esq. Monserrat,-33.417913293216,-70.6481798852284,
PB1324,,PB1324-Parada / Hospital San José,-33.4174844526482,-70.652550869942,
PB1325,,PB1325-Parada 4 / (M) Hospitales,-33.4175862477123,-70.6560210001253,
PB1971,,PB1971-Parada 1 / Hospital Clínico U. De Chile,-33.4216162090851,-70.6557187200188,
PB1969,,PB1969-Av. Independencia / Esq. Gral. De La Lastra,-33.4280017532855,-70.6539992104703,
PB864,,PB864-Artesanos / Esq. Avenida La Paz,-33.4311827809346,-70.651259865908,
PB1972,,PB1972-Parada 2 / Hospital Clínico U. De Chile,-33.4211940386319,-70.655592405693,
PB1899,,PB1899-Parada 5 / (M) Hospitales,-33.4177482510477,-70.6559360770277,
PB758,,PB758-Parada / Hospital San José,-33.4176303006301,-70.6527629999808,
PB759,,PB759-Parada / Cementerio General,-33.4177153258942,-70.6512249995315,
PB760,,PB760-Profesor A. Zañartu / Esq. Monserrat,-33.4180281002329,-70.6492759382801,
PB761,,PB761-Profesor A. Zañartu / Esq. Avenida Recoleta,-33.4165252152984,-70.6440372455996,
PB1635,,PB1635-El Salto Chico / Esq. Unión,-33.4178344544695,-70.6432179996738,
PB762,,PB762-El Salto Chico / Esq. Unión,-33.4165404669513,-70.6424399999839,
PB763,,PB763-El Salto Chico / Esq. Arz. Valdivieso,-33.4143584864388,-70.6412009998169,
PB764,,PB764-Arzobispo Valdivieso / Esq. Puma,-33.4138285136337,-70.6394900001079,
PB765,,PB765-El Salto / Esq. Av. Santa Clara,-33.391933665771,-70.624146295576,
PB766,,PB766-El Salto / Esq. Rinconada El Salto,-33.3900237656834,-70.6234020002471,
PB767,,PB767-El Salto / Esq. Rinconada El Salto,-33.3869977814674,-70.6224159999011,
PB768,,PB768-Parada / Espacio Riesco,-33.3825648039829,-70.6209479995584,
PB769,,PB769-Camino La Pirámide / Esq. El Ponciano,-33.3810218176743,-70.6200500004454,
PB770,,PB770-Las Petunias / Esq. El Peumo,-33.3779238520355,-70.6178149996797,
PB1857,,PB1857-Las Petunias / Esq. El Laurel,-33.3775818826841,-70.6192955387255,
PB771,,PB771-Las Petunias / Esq. Los Retamos,-33.3772505623106,-70.6212732584831,
PB772,,PB772-Las Petunias / Esq. Las Aralias,-33.3759507423674,-70.6249570000746,
PB773,,PB773-Av.Pdte. Salvador Allende / Esq. Cam. Bosque De Stgo.,-33.3770557094931,-70.6270929995102,
PB775,,PB775-Premio Nobel / Esq. Avenida La Pincoya,-33.3726576181151,-70.633011000073,
PB776,,PB776-La Pincoya / Esq. Versos Del Capitán,-33.3718926102924,-70.6334840003271,
PB777,,PB777-La Pincoya / Esq. Avenida Recoleta,-33.3711135836533,-70.635207000343,
PB784,,PB784-Avenida Las Torres / Esq. El Conquistador,-33.3717849376971,-70.6511869410439,
PB756,,PB756-Parada 4 / (M) Cerro Blanco,-33.4219075231908,-70.6451506051604,
PB757,,PB757-Santos Dumont / Esq. Avenida La Paz,-33.4212468199066,-70.6504400939877,
PA334,,PA334-Merced / Esq. Miraflores,-33.4380317621744,-70.6460337192217,
PA40,,PA40-Parada 1 / Parque Forestal,-33.4369584057921,-70.6390279419663,
PA626,,PA626-Parada 14 / (M) Santa Lucía,-33.4409704007256,-70.646480999752,
PB1847,,PB1847-Principal / Esq. Interior 2,-33.3944153972972,-70.7600465440371,
PB788,,PB788-Av. Vicuña Mackenna / Esq. José M. Infante,-33.4054106663782,-70.7454810004427,
PB99,,PB99-Av. Vicuña Mackenna / Esq. Agrigento,-33.4071936575849,-70.7459459999474,
PB100,,PB100-Av. Vicuña Mackenna / Esq. Themis,-33.4101476508992,-70.7462850004727,
PB1828,,PB1828-Costanera Norte / Esq. Olimpo,-33.4113014593066,-70.7444781809782,
PB1827,,PB1827-Costanera Norte / Esq. Zeus,-33.4114377094687,-70.7413452087511,
PB1901,,PB1901-Costanera Norte / Esq. Lagunas,-33.4113805925417,-70.7387411855541,
PB793,,PB793-Costanera Norte / Esq. Chiapa,-33.4111572006016,-70.735040364755,
PB794,,PB794-Costanera Norte / Esq. Huara,-33.4113899157472,-70.7322899996317,
PB795,,PB795-Costanera Norte / Esq. Totoral Bajo,-33.4118249799723,-70.728838000415,
PB1523,,PB1523-Costanera Norte / Esq. Chacao,-33.41183203093,-70.726043999812,
PB1654,,PB1654-Condell / Esq. Ancud,-33.4101572460557,-70.723645491954,
PB797,,PB797-Condell / Esq. Maitén,-33.4085113842038,-70.7250825190397,
PB798,,PB798-Condell / Esq. José M. Infante,-33.4067580089442,-70.7272809999554,
PB799,,PB799-José Miguel Infante / Esq. Belloto,-33.4065780251191,-70.7256638864833,
PB800,,PB800-José Miguel Infante / Esq. Calle 5,-33.4066700922415,-70.7227540003873,
PB801,,PB801-José Miguel Infante / Esq. Manuel Rodríguez,-33.4066631297374,-70.7206939995553,
PB802,,PB802-José Miguel Infante / Esq. Toconce,-33.4065331730376,-70.7183429999762,
PB803,,PB803-General Velásquez / Esq. Arturo Prat,-33.4043090161631,-70.7177239177738,
PB804,,PB804-General Velásquez / Esq. José M. Balmaceda,-33.4018531784093,-70.7180730000545,
PB805,,PB805-Domingo Santa María / Esq. Promoncaes,-33.4093976338097,-70.692494000511,
PB806,,PB806-Domingo Santa María / Esq. Los Maquis,-33.4104986907747,-70.6892100003979,
PB807,,PB807-Domingo Santa María / Esq. Alberto Pepper,-33.4115027424024,-70.6862000000147,
PB808,,PB808-Domingo Santa María / Esq. S. Sanfuentes,-33.4125777933337,-70.6832229996865,
PB809,,PB809-Domingo Santa María / Esq. Pedro Nolasco V.,-33.4137189070064,-70.6798778327206,
PB380,,PB380-Salomón Sack / Esq. El Pino,-33.4212290638358,-70.6671689997149,
PB384,,PB384-Escanilla / Esq. Colón,-33.4226731821727,-70.6600210000176,
PB810,,PB810-Domingo Santa María / Esq. Camilo Vial,-33.4132988416282,-70.6803999996844,
PB811,,PB811-Domingo Santa María / Esq. S. Sanfuentes,-33.4124907991433,-70.6828850005126,
PB812,,PB812-Domingo Santa María / Esq. Eulogio Altamirano ,-33.4111917344243,-70.6866470003745,
PB813,,PB813-Domingo Santa María / Esq. Los Alamos,-33.410235686094,-70.689462999843,
PB814,,PB814-Domingo Santa María / Esq. Los Acacios,-33.4091876322478,-70.692537999555,
PB815,,PB815-Viña Del Mar / Esq. Llo Lleo,-33.4029732752349,-70.7127089997693,
PB816,,PB816-Arturo Prat / Esq. Francisco Errázuriz,-33.4034923164277,-70.7142380442044,
PB817,,PB817-Arturo Prat / Esq. Gral. Velásquez,-33.4040242677755,-70.7175137894298,
PB818,,PB818-Arturo Prat / Esq. Manuel Rodríguez,-33.4042981464406,-70.7198029998738,
PB819,,PB819-Calle 6 / Esq. José M. Infante,-33.4063591305688,-70.7206720005342,
PB820,,PB820-José Miguel Infante / Esq. Calle 5,-33.4065830962064,-70.7225410004603,
PB821,,PB821-José Miguel Infante / Esq. Calle 4,-33.4064950581385,-70.7245859997799,
PB822,,PB822-José Miguel Infante / Esq. Avenida Condell,-33.406434006374,-70.7274040004882,
PB1825,,PB1825-Costanera Norte / Esq. Zeus,-33.4114051406576,-70.7405313054556,
PB1826,,PB1826-Costanera Norte / Esq. Hércules,-33.4112136594038,-70.7450453674242,
PB51,,PB51-Av. Vicuña Mackenna / Esq. Rhea,-33.4101426532947,-70.7461550002394,
PB52,,PB52-Av. Vicuña Mackenna / Esq. Selinonte,-33.4071486602603,-70.7457989997365,
PB1704,,PB1704-Av. Vicuña Mackenna / Esq. Brasil,-33.3999442973643,-70.7466388867471,
PB1659,,PB1659-Brasil / Esq. Pdte. Aníbal Pinto,-33.3985166123922,-70.7483259998134,
PB1658,,PB1658-Brasil / Esq. Grumete Díaz,-33.3980235768837,-70.7501579997858,
PB1103,,PB1103-Brasil / Esq. Aves Del Paraíso,-33.3974853006438,-70.7521168743883,
PB1549,,PB1549-Brasil / Esq. Miraflores,-33.3979164886589,-70.7547500001442,
PB1544,,PB1544-Brasil / Esq. La Rambla,-33.3993074783831,-70.7552720000859,
PB1848,,PB1848-Principal / Esq. Interior 3,-33.3944130071551,-70.7596561302438,
PB1984,,PB1984-Parada 6 / Andén (M) Los Libertadores,-33.3652882841754,-70.691093425818,
PB860,,PB860-Av. Fermín Vivaceta / Esq. El Molino,-33.4181371227073,-70.663656000507,
PB1865,,PB1865-Av. Fermín Vivaceta / Esq. Gamero,-33.4214401331251,-70.6629990005361,
PB862,,PB862-Av. Fermín Vivaceta / Esq. Los Angeles,-33.4243451501943,-70.661948999773,
PB863,,PB863-Av. Fermín Vivaceta / Esq. Rivera,-33.4266770468186,-70.6611538837637,
PA838,,PA838-Parada 11 / Estación Mapocho,-33.4316098716033,-70.6531397980772,
PB670,,PB670-Bellavista / Esq. Manzano,-33.4326284127027,-70.645775000505,
PB671,,PB671-Parada 6 / Recoleta Franciscana,-33.4322253849108,-70.6475150001635,
PB865,,PB865-Artesanos / Esq. Av. Independencia,-33.430843380185,-70.6526137980775,
PB866,,PB866-General Borgoño / Esq. Maruri,-33.4304502366038,-70.6546646556975,
PB867,,PB867-Prieto / Esq. Cnel. Agusto López,-33.4299088467747,-70.6562991142366,
PB868,,PB868-A. López De Alcázar / Esq. Rivera,-33.4262742244802,-70.6574280003759,
PB869,,PB869-Rivera / Esq. Av. Fermín Vivaceta,-33.4266822299125,-70.6608114440454,
PB870,,PB870-Av. Fermín Vivaceta / Esq. Retiro,-33.424290251257,-70.6618611093575,
PB871,,PB871-Av. Fermín Vivaceta / Esq. Gamero,-33.4217886213506,-70.6627529325875,
PB1000,,PB1000-Parada 5 / (M) Los Libertadores,-33.3663736728226,-70.6903520003379,
PB1010,,PB1010-Caupolicán / Esq. El Juncal,-33.3264934080362,-70.7055639999943,
PB1859,,PB1859-Galvarino / Esq. El Totoral,-33.3292470279027,-70.7071977514635,
PB1732,,PB1732-Galvarino / Esq. San Ignacio,-33.3311211520973,-70.7063566988718,
PB1006,,PB1006-San Ignacio / Esq. Caupolicán,-33.3295424866952,-70.7011330000679,
PB1851,,PB1851-Caupolicán / Esq. Altura Del 9550,-33.3317439977594,-70.6980747811698,
PB1216,,PB1216-Caupolicán / Esq. Altura Del 8600,-33.3349485593274,-70.6969919999766,
PB1217,,PB1217-Caupolicán / Esq. Altura Del 9200,-33.3384187212157,-70.6952819833178,
PB1218,,PB1218-Caupolicán / Esq. Lautaro,-33.3408855972489,-70.6947940003834,
PB1219,,PB1219-Calle 1 / Esq. Los Queltehues,-33.3533826413058,-70.6921959996204,
PB1106,,PB1106-Calle 1 / Esq. Los Jilgueros,-33.3570706554385,-70.6913709999231,
PB1107,,PB1107-Calle 1 / Esq. Sn.Pedro De Atacama,-33.3597630166229,-70.6904533808902,
PB509,,PB509-Parada / Movicenter,-33.373831879507,-70.6643277763218,
PB511,,PB511-Av. Américo Vespucio / Esq. Av. El Guanaco,-33.3764322259988,-70.6575190001183,
PB124,,PB124-Av. Américo Vespucio / Esq. Juan Cristóbal,-33.3778192886498,-70.6536600004143,
PB125,,PB125-Av. Américo Vespucio / Esq. Juan Cristóbal,-33.3794273585812,-70.649292999621,
PB1258,,PB1258-Parada 12 / (M) Vespucio Norte,-33.3807044105876,-70.6460789997633,
PB127,,PB127-Parada 14 / (M) Vespucio Norte,-33.3814406269039,-70.6441653155962,
PB140,,PB140-Rinconada El Salto / Esq. Av. Del Parque,-33.3834558828109,-70.617379112912,
PB121,,PB121-Parada 11 / (M) Vespucio Norte,-33.3809609501502,-70.6440509534774,
PB122,,PB122-Av. Américo Vespucio / Esq. El Rosal,-33.3794073803633,-70.6479689999034,
PB123,,PB123-Av. Américo Vespucio / Esq. Av. El Guanaco,-33.3774892981469,-70.6530530001191,
PB512,,PB512-Av. Américo Vespucio / Esq. Av. El Guanaco,-33.3763607766917,-70.6561075114296,
PB513,,PB513-Parada / Movicenter,-33.3749091855951,-70.6599590002372,
PB514,,PB514-Av. Américo Vespucio / Esq. Pedro Fontova,-33.3729610999706,-70.6651480000074,
PB515,,PB515-Av. Américo Vespucio / Esq. Pedro Fontova,-33.3709760280861,-70.6704388288926,
PB909,,PB909-Santa Marta De H. / Esq. Los Portones,-33.3651629499897,-70.6741640002711,
PB1879,,PB1879-Parada 1 / Mall Plaza Norte - Santa Elena,-33.3631276307688,-70.6812050126493,
PB1625,,PB1625-Parada 2 / Terminal Los Libertadores,-33.3620534343764,-70.6815945775789,
PB1650,,PB1650-Calle 1 / Esq. Flamencos,-33.3576822276267,-70.6910779264883,
PB1193,,PB1193-Calle 1 / Esq. Los Chercanes,-33.3565853776355,-70.6914454812654,
PB1194,,PB1194-Calle 1 / Esq. Gral. San Martín,-33.3532716424526,-70.6921500001011,
PB1195,,PB1195-Caupolicán / Esq. Lautaro,-33.3413995960585,-70.6948690002276,
PB1196,,PB1196-Caupolicán / Esq. Altura Del 9200,-33.3382795890605,-70.6952450003867,
PB1197,,PB1197-Caupolicán / Esq. Altura Del 8600,-33.3350855622368,-70.6968219998456,
PB1852,,PB1852-Caupolicán / Esq. San Ignacio,-33.3315364845526,-70.6980814975285,
PB1012,,PB1012-Parada / San Ignacio Altura Del 100,-33.3295574794268,-70.70151800051,
PB1013,,PB1013-San Ignacio / Esq. Galvarino,-33.3311344007406,-70.7059350002157,
PB1014,,PB1014-San Ignacio / Esq. Lincoyán,-33.3325843186595,-70.7105360002358,
PB1689,,PB1689-Lincoyán / Esq. Totoralillo,-33.3311616208166,-70.711536109269,
PB1858,,PB1858-El Juncal / Esq. Edo. Frei Montalva,-33.3298215271693,-70.7152933348503,
PB1007,,PB1007-Cañaveral / Esq. Lincoyán,-33.3248935073797,-70.7146448106927,
PB1008,,PB1008-Cañaveral / Esq. Acceso Oxiquim,-33.3237053262633,-70.7111197097341,
PB1009,,PB1009-Cañaveral / Esq. Caupolicán,-33.3230143480258,-70.708939999778,
PB916,,PB916-Raúl Montt / Esq. Nueva Recoleta,-33.3923121560211,-70.6446091351536,
PB917,,PB917-Raúl Montt / Esq. Río Blanco,-33.3915583965311,-70.6469320004906,
PB918,,PB918-Raúl Montt / Esq. Manuel Rodríguez,-33.3912894275632,-70.6501029821648,
PB919,,PB919-Raúl Montt / Esq. Los Fulgores,-33.3911839743065,-70.6525492502619,
